context1	context2	label
Could you please scratch my [ back ] ?	the posterior part of a human (or animal) body from the neck to the end of the spine	T
Put on your [ swimsuit ] and let 's go for a swim .	tight fitting garment worn for swimming	T
* That would fall under the [ rubric ] of things we can ignore for now .	category name	T
the [ recognition ] of the Rio Grande as a boundary between Mexico and the United States	an acceptance (as of a claim) as true and valid	T
They have no [ monopoly ] on intelligence	exclusive control or possession of something	T
Get your [ butt ] to the car .	the fleshy part of the human body that you sit on	T
he never left my [ side ]	a place within a region identified relative to a center or reference location	T
He was a member of a special police [ unit ] .	an individual or group or structure or other entity regarded as a structural or functional constituent of a whole	T
I 'm going to have a quick [ wash ] before coming to bed .	the erosive process of washing away soil or gravel by water (as from a roadway)	T
world [ fair ]	gathering of producers to promote business	T
To attain ( or to reach ) [ proficiency ]	the quality of having great facility and competence	T
I had a [ brush ] with danger on my way to work	contact with something dangerous or undesirable	T
there is an [ example ] on page 10	an item of information that is typical of a class or group	T
the [ job ] of repairing the engine took several hours	a specific piece of work required to be done as a duty or for a specific fee	T
an [ air ] of mystery	a distinctive but intangible quality surrounding a person or thing	T
she hates me , that 's about the [ size ] of it	the actual state of affairs	T
the outdoor [ world ]	a part of the earth that can be considered separately	T
they tested his ability to locate objects in [ space ]	the unlimited expanse in which everything is located	T
swimming in the [ buff ]	bare skin; naked	T
he ordered a second [ round ]	a serving to each of a group (usually alcoholic)	T
The old house served as a [ dwelling ] for Albert .	housing that someone is living in	T
he believed all the Marxist [ dogma ]	a doctrine or code of beliefs accepted as authoritative	T
a [ wall ] of prejudice	anything that suggests a wall in structure or function or effect	T
Chief of Staff is the second - highest [ position ] in the army .	the relative position or standing of things or especially persons in a society	T
his [ plundering ] of the great authors	the act of stealing valuable things from a place	T
200 [ head ] of cattle	a single domestic animal	T
The answer to the comprehension question can be found in the third [ line ] of the accompanying text .	text consisting of a row of words written across a page or computer screen	T
I used [ tact ] when I told my fat uncle that his extra weight made him look better .	consideration in dealing with others and avoiding giving offense	T
A right angle is a ninety [ degree ] angle .	a measure for arcs and angles	T
put the flag back in the [ cup ]	the hole (or metal container in the hole) on a golf green	T
A [ leak ] in a boat	the discharge of a fluid from some container	T
the cast stood in [ line ] for the curtain call	a formation of people or things one beside another	T
three passengers were killed in the [ collision ]	an accident resulting from violent impact of a moving object	T
Pittsburgh is located at the [ confluence ] of the Allegheny and Monongahela rivers	a place where things merge or flow together (especially rivers)	T
he awoke with a [ start ]	a sudden involuntary movement	T
there was a small [ opening ] between the trees	an open or empty space in or between things	T
His grandfather was in the Pacific [ theater ] during the war .	a region in which active military operations are in progress	T
Let 's take a five - minute [ break ] .	a pause from doing something (as work)	T
Papīra [ krona ] — paper krona ( i.e. , bills , banknotes )	the basic unit of money in Sweden	T
The [ grip ] of a sword	the appendage to an object that is designed to be held in order to use or move it	T
the melon had a delicious [ taste ]	the sensation that results when taste buds in the tongue and throat convey information about the chemical composition of a soluble stimulus	T
a disk drive contains a [ microprocessor ] to handle the internal functions of the drive	integrated circuit semiconductor chip that performs the bulk of the processing and controls the parts of a system	T
did you see [ today ] 's newspaper ?	the day that includes the present moment (as opposed to yesterday or tomorrow)	T
he got into a terrible [ fix ]	informal terms for a difficult situation	T
estimates of the city 's loss on that [ job ] ranged as high as a million dollars	a specific piece of work required to be done as a duty or for a specific fee	T
the [ trend ] of the stock market	a general direction in which something tends to move	T
he broke the [ point ] of his pencil	sharp end	T
the [ mercury ] was falling rapidly	temperature measured by a mercury thermometer	T
In a small number of horses , muscle [ weakness ] may progress to paralysis .	the condition of being financially weak	T
emotion caused a [ constriction ] of his throat	a tight feeling in some part of the body	T
