context1	context2	label
it was a package [ deal ]	a particular instance of buying or selling||transaction dealing dealings	T
Under - five [ mortality ] rate is the probability per 1,000 that a newborn baby will die before reaching age five , if subject to current age - specific mortality rates .	the ratio of deaths in an area to the population of that area; expressed per 1000 per year||rate	T
a [ patch ] of clouds	a small contrasting part of something||marking	T
Please turn down the [ volume ] on the stereo .	the magnitude of sound (usually in a specified direction)||sound_property	T
Would you like some [ tea ] ?	dried leaves of the tea shrub; used to make tea||herb	T
The product is undergoing a [ change ] in order to improve it .	an event that occurs when something passes from one state or phase to another||happening occurrence occurrent natural_event	T
to my immense [ gratification ] he arrived on time	state of being gratified or satisfied||emotional_state spirit	T
The green [ party ] took 12 % of the vote .	an organization to gain political power||organization organisation	T
Could you please scratch my [ back ] ?	the posterior part of a human (or animal) body from the neck to the end of the spine||body_part	T
Put on your [ swimsuit ] and let 's go for a swim .	tight fitting garment worn for swimming||garment	T
* That would fall under the [ rubric ] of things we can ignore for now .	category name||category	T
the [ recognition ] of the Rio Grande as a boundary between Mexico and the United States	an acceptance (as of a claim) as true and valid||credence acceptance	T
They have no [ monopoly ] on intelligence	exclusive control or possession of something||dominance ascendance ascendence ascendancy ascendency control	T
Get your [ butt ] to the car .	the fleshy part of the human body that you sit on||body_part	T
he never left my [ side ]	a place within a region identified relative to a center or reference location||region part	T
He was a member of a special police [ unit ] .	an individual or group or structure or other entity regarded as a structural or functional constituent of a whole||part portion component_part component constituent	T
I 'm going to have a quick [ wash ] before coming to bed .	the erosive process of washing away soil or gravel by water (as from a roadway)||soil_erosion	T
world [ fair ]	gathering of producers to promote business||gathering assemblage	T
To attain ( or to reach ) [ proficiency ]	the quality of having great facility and competence||competence competency	T
I had a [ brush ] with danger on my way to work	contact with something dangerous or undesirable||contact	T
there is an [ example ] on page 10	an item of information that is typical of a class or group||information	T
the [ job ] of repairing the engine took several hours	a specific piece of work required to be done as a duty or for a specific fee||duty	T
an [ air ] of mystery	a distinctive but intangible quality surrounding a person or thing||quality	T
she hates me , that 's about the [ size ] of it	the actual state of affairs||situation state_of_affairs	T
the outdoor [ world ]	a part of the earth that can be considered separately||part piece	T
they tested his ability to locate objects in [ space ]	the unlimited expanse in which everything is located||attribute	T
swimming in the [ buff ]	bare skin; naked||skin tegument cutis	T
he ordered a second [ round ]	a serving to each of a group (usually alcoholic)||helping portion serving	T
The old house served as a [ dwelling ] for Albert .	housing that someone is living in||housing lodging living_accommodations	T
he believed all the Marxist [ dogma ]	a doctrine or code of beliefs accepted as authoritative||doctrine philosophy philosophical_system school_of_thought ism	T
a [ wall ] of prejudice	anything that suggests a wall in structure or function or effect||object physical_object	T
Chief of Staff is the second - highest [ position ] in the army .	the relative position or standing of things or especially persons in a society||state	T
his [ plundering ] of the great authors	the act of stealing valuable things from a place||aggression hostility	T
200 [ head ] of cattle	a single domestic animal||domestic_animal domesticated_animal	T
The answer to the comprehension question can be found in the third [ line ] of the accompanying text .	text consisting of a row of words written across a page or computer screen||text textual_matter	T
I used [ tact ] when I told my fat uncle that his extra weight made him look better .	consideration in dealing with others and avoiding giving offense||consideration considerateness thoughtfulness	T
A right angle is a ninety [ degree ] angle .	a measure for arcs and angles||angular_unit	T
put the flag back in the [ cup ]	the hole (or metal container in the hole) on a golf green||hole	T
A [ leak ] in a boat	the discharge of a fluid from some container||discharge outpouring run	T
the cast stood in [ line ] for the curtain call	a formation of people or things one beside another||formation	T
